Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"And then, the evil being discovered her.{n}Maria learned that she was being reflected in the evil being's eyes.","And then, she herself was discovered by the evil being. Maria knew that she was being reflected in the evil being's eyes. ","And then, she herself was discovered by the evil being.Maria knew that she was being reflected in the evil being's eyes.",そして、その邪悪なる存在が、自分の姿を見つけてしまう。真里亞は邪悪な存在の瞳に、自分が映っていることを知った。,そして、その邪悪なる存在が、自分の姿を見つけてしまう。{n}真里亞は邪悪な存在の瞳に、自分が映っていることを知った。,"А затем эта злая сущность обратила внимание на неё.{n}Мария знала, что она отразилась у неё в глазах.","E então, essa existência maligna a avistou.{n}Maria sabia que estava sendo refletida nos olhos daquela existência maligna.",接着，那位邪恶的存在发现了自己。{n}真里亚得知了，自己正映照在邪恶存在的瞳孔之中。,接著，那位邪惡的存在發現了自己。{n}真里亞得知了，自己正映照在邪惡存在的瞳孔之中。,"E poi, lei stessa venne scoperta dell'essere malvagio. Maria sapeva che era riflessa negli occhi dell'essere malvagio.","Y entonces, ella misma fue descubierta por el ser malvado.{n}María se sentía reflejada en los ojos del ser malvado.",ﺛﻢ ﺍﻛﺘﺸﻒ ﺫﻟﻚ ﺍﻟﻜﻴﺎﻥ ﺍﻟﺸﺮﻳﺮ ﻭﺟﻮﺩﻫﺎ.{n}ﺃﺩﺭﻛﺖْ ﻣﺎﺭﻳﺎ ﺃﻧﻬﺎ ﺗﻨﻌﻜﺲُ ﻓﻲ ﻋﻴﻨﻲْ ﺫﻟﻚ ﺍﻟﻜﺎﺋﻦِ ﺍﻟﺸﺮﻳﺮِ.
,"Her mind went blank, and she felt as though her field of vision was racing off into the distance......","Her mind went blank, and she felt as though her field of vision was racing off into the distance... ",[=UP],頭が真っ白になり、視界が遥か彼方に遠退いてしまうような錯覚を感じる……。,[=JP],"Она впала в ступор и ощутила, словно всё, что она видит перед глазами, стало уплывать куда‐то вдаль.","Sua mente ficou branca, e ela sentiu como se seu campo de visão estivesse se distanciando cada vez mais......",大脑一片空白，感受到了视野朝遥远彼方远退而去的错觉……。,大腦一片空白，感受到了視野朝遙遠彼方遠退而去的錯覺……。,"La sua mente si svuotò, e si sentì come se il suo campo di visibilità si stesse allontanando nella lontananza...","Su mente quedó en blanco, y sintió que su campo de visión se reducía...",ﺷُﻞَّ ﻋﻘﻠُﻬﺎ، ﻭﺷﻌﺮﺕ ﻭﻛﺄﻥ ﻣﺠﺎﻝَ ﺭﺅﻳﺘﻬﺎ ﻳﻘﺼﺮ......
,"After fiercely closing in on Maria, Rosa mercilessly bore down on her small shoulders, ......and dropped her gaze onto the stuffed animal Maria was holding: Sakutaro.","After fiercely closing in on Maria, Rosa mercilessly slapped her on her small shoulders... and dropped her gaze towards the stuffed animal Maria was holding, Sakutaro. ","After fiercely closing in on Maria, Rosa mercilessly slapped her on her small shoulders, ......and dropped her gaze towards the stuffed animal Maria was holding, Sakutaro.",楼座は、猛然と真里亞に迫ると、その小さな両肩を容赦ない力で叩き、……真里亞が抱いている、さくたろのぬいぐるみに目を落とした。,[=JP],"Яростно надвинувшись на Марию, Роза беспощадно хлестнула её по маленьким плечам, а затем её взгляд упал на мягкую игрушку в форме льва, Сакутаро, которого Мария держала в руках.","Após se aproximar vigorosamente de Maria, Rosa bateu sem piedade em seu pequeno ombro, ......direcionando seu olhar para o animal de pelúcia que Maria estava segurando: Sakutaro.",楼座猛然逼向真里亚，双手以毫不留情的力道拍到女儿的小小双肩上，……目光落到了真里亚抱着的，名叫樱太郎的布偶上。,樓座猛然逼向真里亞，雙手以毫不留情的力道拍到女兒的小小雙肩上，……目光落到了真里亞抱著的，名叫櫻太郎的布偶上。,"Dopo essersi ferocemente avvicinata a Maria, Rosa le diede uno schiaffo sulle sue piccolo spalle senza pietà... e fece cadere il suo sguardò sull'animale di peluche che Maria stava tenendo, Sakutarou.","Tras acercarse a ella, Rosa la golpeó despiadadamente en sus pequeños hombros... y bajó la mirada hacia el animal de peluche que María sujetaba, Sakutaro.",ﺑﻌﺪﻣﺎ ﺿﻴَّﻘﺖْ ﺭﻭﺯﺍ ﺍﻟﺨﻨﺎﻕَ ﻋﻠﻰ ﻣﺎﺭﻳﺎ ﺑﻀﺮﺍﻭﺓٍ، ﺍﻧﻘﻀَّﺖْ ﺑﻼ ﺭﺣﻤﺔٍ ﻋﻠﻰ ﻛﺘﻔﻴﻬﺎ ﺍﻟﺼﻐﻴﺮﻳﻦِ، ......ﻭﺃﻟﻘﺖْ ﺑﻨﻈﺮِﻫﺎ ﻋﻠﻰ ﺍﻟﺪﻣﻴﺔِ ﺍﻟﻤﺤﺸﻮﺓِ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﺗﻤﺴﻚُ ﺑﻬﺎ: ﺳﺎﻛﻮﺗﺎﺭﻭ.
Ushiromiya Rosa,""".........Maria. Even though I told you so many times not to bring that outside, ......you brought it with you, didn't you?""","""......Maria, even though I told you so many times not to take that outside, ...you brought it with you, didn't you?"" ",""".........Maria.  Even though I told you so many times not to bring that outside, ......you brought it with you, didn't you?""",「………真里亞。あなた、あれだけお外にそれを持って行っちゃ駄目って言ったのに、……持って行ったのね？」,[=JP],"""......Мария. Я ведь столько раз тебе повторяла не носить его на улицу... Но ты понесла, не так ли?""",""".........Maria. Quantas vezes eu disse a você para não levar isso pra rua? ......Você levou ele com você, não levou?""",「………真里亚。我跟你说过那么多次，不可以带到外面去，……结果你还是带出去了？」,「………真里亞。我跟你說過那麼多次，不可以帶到外面去，……結果你還是帶出去了？」,"""... Maria. Anche se ti ho detto così tante volte di non portarlo fuori... l'hai portato con te, vero?""","""... María. Aunque te dije tantas veces que no lo sacaras de casa... lo llevaste contigo, ¿verdad?""",""".........ﻣﺎﺭﻳﺎ. ﻟﻘﺪ ﻣﻨﻌﺘﻚِ ﻣﻦ ﺃﺧﺬﻩ ﻣﻌﻚ ﺇﻟﻰ ﺍﻟﺨﺎﺭﺝ ﻣﺮﺍﺭًﺍ، ......ﻭﻣﻊ ﺫﻟﻚ، ﺃﺧﺬﺗِﻪ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Sakutarou,‘U‐......uryu......... I‐it's not Maria's fault...... I said I'd come with her......’,‘...U-Uryu...... I-It isn't Maria's fault... I told her to take me...’ ,"『U......, uryu.........  I, it isn't Maria's fault......  I told her to take me......』",『う……、うりゅ………。ま、真里亞は悪くないよ……。ボクが付いて行くって言ったの……。』,『う……、うりゅ………。ま、真里亞は悪くないよ……。ボクが付いて行くって言ったの……』,"{p:0:『}.......Урю... Мария не виновата, я попросил её вынести меня.{p:0:』}",‘U‐......Uryu......... N‐Não é culpa da Maria...... Eu disse que ia ir com ela......’,『呜……、呜溜………。不、不是真里亚的错……。是偶说了，想跟着去……』,『嗚……、嗚溜………。不、不是真里亞的錯……。是偶說了，想跟著去……』,{p:0:『}U... Uryu... n-non è colpa di Maria... io le ho detto di portarmi... {p:0:』},‘U‐Uryu... N-No es culpa de María... Yo le dije que me llevara...’,‘ﺃﻭ-......ﺃُﻭﺭﻳﻮ......... ﻫـ-ﻫﺬﺍ ﻟﻴﺲ ﺧﻄﺄ ﻣﺎﺭﻳﺎ...... ﺃﻧﺎ ﻣﻦ ﻃﻠﺒﺖُ ﺃﻥ ﺃﺫﻫﺐ ﻣﻌﻬﺎ......’
Ushiromiya Maria,"""Th‐that's not true......! I brought Sakutaro on my own because I was lonely...! So Mama, it's not Sakutaro's fault...!!""","""Th-That's not true...! I brought Sakutaro on my own because I was lonely...! So Mama, it isn't Sakutaro's fault...!!"" ","""Th, that's not true......!  Maria brought Sakutaro on her own because she was lonely...!  So Mama, it isn't Sakutaro's fault...!!""",「ち、違うよ……！　真里亞が寂しいから勝手にさくたろを連れてったの…！　だからママ、さくたろは悪くないの…！！」,[=JP],"""Э... это не правда! Мария сама вынесла Сакутаро, потому что ей было одиноко! Поэтому Сакутаро не виноват, мама!""","""I‐Isso não é verdade......! A Maria decidiu levar o Sakutaro porque estava sozinha...! Por isso, mamãe, não é culpa do Sakutaro...!!""",「不、不是的……！是真里亚怕寂寞，所以擅自带樱太郎一起出去的…！所以妈妈，不是樱太郎不好…！！」,「不、不是的……！是真里亞怕寂寞，所以擅自帶櫻太郎一起出去的…！所以媽媽，不是櫻太郎不好…！！」,"""N-Non è vero...! Maria ha portato Sakutarou da sola perché era sola...! {n}Quindi Mamma, non è colpa di Sakutarou...!!""","""¡E-Eso no es verdad!... ¡María se llevó a Sakutaro porque se sentía sola!... ¡¡Mamá, no es culpa de Sakutaro!!...""","""ﻟـ، ﻻ، ﻟﻴﺲ ﺻﺤﻴﺤًﺎ......! ﻣﺎﺭﻳﺎ ﻫﻲ ﻣﻦ ﺃﺧﺬﺕ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻣﻌﻬﺎ ﻣﻦ ﺗﻠﻘﺎﺀ ﻧﻔﺴﻬﺎ ﻷﻧﻬﺎ ﻭﺣﻴﺪﺓ...! ﻟﺬﺍ ﻳﺎ ﻣﺎﻣﺎ، ﺳﺎﻛﻮﺗﺎﺭﻭ ﻟﻴﺲ ﺍﻟﻤﺨﻄﺊ...!!"""
Sakutarou,‘Uryu...... Maria.........’,"‘Uryu, ...Maria......’ ","『Uryu......, Maria.........』",『うりゅ……、真里亞………。』,『うりゅ……、真里亞………』,"{p:0:『}Урю, Мария...{p:0:』}",[=UP],『呜溜……，真里亚………』,『嗚溜……，真里亞………』,{p:0:『}Uryu... Maria... {p:0:』},‘Uryu... María...’,‘ﺃﻭﺭﻳﻮ...... ﻣﺎﺭﻳﺎ.........’
Ushiromiya Maria,"""It's not Sakutaro's fault!! It's not Sakutaro's fault!!""","""It's not Sakutaro's fault!! It's not Sakutaro's fault!!"" ","""It's not Sakutaro's fault!!  It's not Sakutaro's fault!!""",「さくたろは悪くないよ！！　さくたろは悪くないよ！！」,[=JP],"""Сакутаро не виноват! Сакутаро не виноват!!!""","""Não é culpa do Sakutaro!! Não é culpa do Sakutaro!!""",「不是樱太郎不好！！不是樱太郎不好！！」,「不是櫻太郎不好！！不是櫻太郎不好！！」,"""Non è colpa di Sakutarou!! Non è colpa di Sakutarou!!""","""¡¡No es culpa de Sakutaro!! ¡¡No es culpa de Sakutaro!!""","""ﺳﺎﻛﻮﺗﺎﺭﻭ ﻟﻴﺲ ﺍﻟﻤﺨﻄﺊ!! ﺳﺎﻛﻮﺗﺎﺭﻭ ﻟﻴﺲ ﺍﻟﻤﺨﻄﺊ!!"""
,"The brunt of Rosa's anger was aimed, not at Maria, but at the lion stuffed animal Maria was holding.","Instead of Maria, the brunt of Rosa's anger was aimed at the lion stuffed animal Maria was holding. ","Instead of Maria, the brunt of Rosa's anger was aimed at the lion stuffed animal Maria was holding.",楼座の怒りは真里亞より先に、その抱いているライオンのぬいぐるみに向けられていた。,[=JP],"Вместо Марии, гнев Розы обратился на игрушечного львёнка в её руках.","Ao invés de Maria, a violência de Rosa foi direcionada ao leão de pelúcia que ela estava segurando.",楼座的愤怒，比起真里亚，先是转向了她所抱着的狮子布偶。,樓座的憤怒，比起真里亞，先是轉向了她所抱著的獅子布偶。,"Invece di Maria, il peso della rabbia di Rosa era diretto al leone di peluche che Maria stava tenendo.","En lugar de a María, Rosa apuntó su ira hacia el león de peluche que esta sujetaba.",ﻟﻢ ﻳﻜﻦْ ﺟُﻞُّ ﻏﻀﺐِ ﺭﻭﺯﺍ ﻣﻮﺟﻬًﺎ ﺇﻟﻰ ﻣﺎﺭﻳﺎ، ﺑﻞ ﺇﻟﻰ ﺩﻣﻴﺔِ ﺍﻷﺳﺪِ ﺍﻟﻤﺤﺸﻮﺓِ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﺗﻤﺴﻚُ ﺑﻬﺎ.
,"......A girl came shopping in the middle of the night, always clutching a lion stuffed animal.","...A girl went shopping in the middle of the night, always clutching a lion stuffed animal. ","......A girl went shopping in the middle of the night, always clutching a lion stuffed animal.",……ライオンのぬいぐるみをいつも持ち歩く子が、深夜に買い物に来る。,[=JP],"Девочка пошла за покупками на ночь глядя, сжимая в руках мягкого игрушечного львёнка.","......Uma garota indo fazer compras no meio da noite, sempre abraçada a um leão de pelúcia.",……有个总是带着狮子布偶的孩子于深夜来买东西。,……有個總是帶著獅子布偶的孩子於深夜來買東西。,"... Una bambina andava a fare compere nel bel mezzo della notte, stringendo sempre un leone di pezza.","... Una niña fue a comprar en mitad de la noche, siempre abrazada a su león de peluche.",......ﻓﻘﺪ ﺃﺻﺒﺤﺖ ﻣﺎﺭﻳﺎ ﻣﻌﺮﻭﻓﺔً ﻓﻲ ﺍﻟﺤﻲ ﺑﺴﺒﺐ ﺩﻣﻴﺘﻬﺎ ﻫﺬﻩ.
,"Because of that, she had become well known in the shopping district...","Because of that, she had become well known in the shopping center... ","Because of that, she had become well known in the shopping center...",そのせいで、商店街では有名だったのだ…。,[=JP],Из‐за этого она прославилась на весь торговый центр...,"Por causa disso, ela se tornou conhecida no distrito de compras...",都是因此，才在商店街出了名…。,[=CN],"Per quel motivo, lei è diventata ben conosciuta nel centro dello shopping...","Por ello, se había vuelto conocida en el distrito comercial...",ﻓﻬﻲّ ﺗﺤﻤﻠﻬﺎ ﻣﻌﻬﺎ ﺃﻳﻨﻤﺎ ﺫﻫﺒﺖ، ﺑﻞ ﺣﺘﻰ ﺃﻧﻬﺎ ﺗﺘﺴﻮﻕ ﻣﻌﻬﺎ...
Ushiromiya Rosa,"""I, ......I, ...I told you not to take stuffed animals with yo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ouuu!!! Why—!! Can't you—!! Listen to what Mama says!!""","""I, ......I, Didn't I tell you not to take stuffed animals with yooooooooouuu?!!! Why... can't you... listen to what Mama says?!! ","""D, ......d, ...didn't I tell you not to take stuffed animals with yooooooooouuu!!!  Why...can't you...listen to what Mama says!!  ",「ぬ、……ぬ、…ぬいぐるみ持ってっちゃ駄目って言ったでしょおおぉおおぉッ！！！　どうして！！　あんたはッ！！　ママの言うことが聞けないのよ！！,「ぬ、……ぬ、…ぬいぐるみ持ってっちゃ駄目って言ったでしょおおぉおおぉッ！！！　どうして！！　あんたはッ！！　ママの言うことが聞けないのよ！！」,"""Я... я... я тебе говорила не таскать с собой мягкие игрушки‐и‐и‐и!!! Почему... ты не...Почему ты не слушаешься маму?!""","""Eu, ......eu, ...eu disse para você não levar animais de pelúcia com você{‐}ê{‐}ê{‐}ê{‐}ê{‐}ê{‐}ê{‐}ê{‐}ê!!! Por quê—!! Você não pode—!! Ouvir o que a mamãe diz!!""",「跟、……跟、…跟你讲了，别带娃娃去吧——————！！！为什么！！你这孩子！！就是不听妈妈的话？！！」,「跟、……跟、…跟你講了，別帶娃娃去吧——————！！！為什麼！！你這孩子！！就是不聽媽媽的話？！！」,"""N... N... Non ti avevo detto di non portare animali di peluche con teeeeeeeeeeee!!! Perché... non puoi... ascoltare quello che dice Mamma!!","""¡¡¡A-A-Acaso no te había dicho que no te llevaras contigo a tus animales de pelucheeeeee!!! Por qué... no puedes... ¡¡obedecer a mamá!!""","""ﺃ، ......ﺃ، ...ﺃﻟﻢ ﺃﻗﻞ ﻟﻚِ ﺃﻻ ﺗﺄﺧﺬﻱ ﺍﻟﺪﻣﻴﺔ ﻣﻌﻚِ ﺃﺑﺪًﺍﺍﺍﺍﺍﺍﺍﺍ!! ﻟﻤﺎﺫﺍ—!! ﺃﻧﺖِ—!! ﻻ ﺗﺴﻤﻌﻴﻦ ﻛﻼﻡ ﻣﺎﻣﺎ!!"""
